tokens,span_start_index,span_end_index
"['আন্তঃধর্মীয়', 'বিয়ের', '10', 'দিন', 'পর', 'একজন', 'হিন্দু', 'ব্যক্তি', 'ডিজে', 'দেবেরকোন্ডা', 'হরিশ', '(28),', 'তার', 'মুসলিম', 'স্ত্রীর', 'পরিবারের', 'সদস্যদের', 'দ্বারা', 'নির্মমভাবে', 'ছুরিকাঘাতে', 'হত্যা', 'করেছে।', 'NYT', 'টাইমস', 'এই', 'হিন্দুদের', 'ধর্মীয়', 'চরমপন্থা', 'বলবে', 'যারা', 'সংখ্যালঘু', 'সম্প্রদায়ের', 'মধ্যে', 'সহিংসতাকে', 'উস্কে', 'দিয়েছে।']",[0],[35]
"['এটি', 'কোনো', 'ধরনের', 'নেমাটোড', 'কৃমি', 'হতে', 'পারে', 'তবে', 'অবশ্যই', 'এটি', 'এমন', 'নয়', 'যা', 'আমরা', 'আমাদের', 'গবেষণায়', 'কভার', 'করি', 'এবং', 'তাই', 'এটির', 'কোনো', 'চিকিৎসা', 'গুরুত্বের', 'সম্ভাবনা', 'নেই']",[1],[25]
"['@seanhannity-এ', 'আজ', 'রাতে', 'COVID-19', 'ভ্যাকসিন', 'প্রাপ্তির', 'পর', 'প্রতিকূল', 'ঘটনাগুলির', 'জন্য', 'CDC-এর', 'নিজস্ব', 'প্রাথমিক', 'সতর্কতা', 'ব্যবস্থা', 'সম্পর্কে', 'কথা', 'বলা', 'হচ্ছে।', 'আমি', 'বলতে', 'চাচ্ছিলাম', 'যে', 'তারা', 'প্রতি', 'সপ্তাহে', '15,000', 'প্রতিকূল', 'রিপোর্ট', 'পাচ্ছে', '(প্রতিদিন', 'নয়।)', '400,000', 'এরও', 'বেশি', 'প্রতিকূল', 'ঘটনা', 'রিপোর্ট', 'করা', 'হয়েছে,', 'এর', 'মধ্যে', '10%', 'গুরুতর।']",[0],[29]
"['ব্যাপক', '!', 'ব্যাপক', '!', 'জনতার', 'বিশাল', 'সমুদ্র', 'স্পিকার', 'অনুমান?']",[0],[8]
"['আরও', 'বেশি', 'সংখ্যক', 'ডাক্তার', '#রুটক্যানালের', 'বিরুদ্ধে', 'পরামর্শ', 'দেবেন।', 'তারা', 'এটিকে', 'প্লেগের', 'মতো', 'এড়ানোর', 'পরামর্শ', 'দেয়।', 'খুঁজে', 'বের', 'করো', 'কেনো.', 'অনুগ্রহ', 'করে', 'দেখুন:', 'https://articles.mercoladotcom/sites/articles/archive/2022/03/30/root-canal-infection.aspx', 'https://paracelsus.com/search-results?query=root+canalâ€¦', 'https', '://sciencenordic.com/cse?q=root+canalâ€¦', '#ক্যান্সার']",[3],[7]
"['ছেলে', 'আবুদা:', 'আমরা', 'কি', 'নারকো', 'স্টেট?', 'লেনি:', 'না!', 'ছেলে', 'আবুদা:', 'কেন?', 'লেনি:', 'কারণ', 'ওষুধের', 'সমস্যা', 'বিশাল।', 'নমামংঃ', 'সি', 'বয়', 'অবুন্দা!', 'মেরন', 'পা', 'ব্যাং', 'পগাসা', 'সি', 'লেনি?', '😁']",[11],[15]
"['হাউস', 'অফ', 'লর্ডসে', 'সহকর্মীদের', 'জন্য', 'নতুন', '*দৈনিক*', 'ভাতা', 'হল', '£323৷', 'ইউনিভার্সাল', 'ক্রেডিটে', '25', 'বছরের', 'বেশি', 'বয়সী', 'একক', 'ব্যক্তির', 'জন্য', '*মাসিক*', 'ভাতা', 'হল', '£317.82']",[11],[22]
"['""', 'আমি', 'ফেব্রুয়ারী', '2020', 'থেকে', 'সেপ্টেম্বর', '2020', 'সময়ের', 'জন্য', 'কোভিড', '19', 'এর', 'কারণে', '[sic]', 'ট্রাস্টের', 'সাথে', 'প্রকৃত', 'মৃত্যুর', 'তথ্য', 'সংগ্রহ', 'করার', 'চেষ্টা', 'করছি।""']",[1],[22]
"['জ্যাবিং', 'কিডস', '@donaldjtrumpjr', 'এটা', 'ডোনাল্ড', 'ট্রাম্পের', 'ক্ষমতা।', '#আমাদের', 'বাচ্চাদের', 'বাঁচান']",[0],[6]
"['আমি', 'জানি', 'না', 'আপনার', 'উল্লাস', 'করার', 'দরকার', 'আছে', 'কি', 'না', 'কিন্তু', 'এটি', 'একটি', 'প্যাঁচা', 'যেটি', 'কিংফিশার', 'হিসাবে', 'একটি', 'অভিনব', 'পোশাকের', 'পার্টিতে', 'যাচ্ছে৷', '(এটি', 'নরওয়েজিয়ান', 'নীল', 'পেঁচা,', 'দৃশ্যত)।']",[0],[20]
"['না..', 'না..', 'না..', 'তিনি', 'শাহরুখ', 'খান', 'নন।', 'সে', 'কাশ্মীরের', 'একজন', 'ছেলে', 'যে', 'দেখতে', 'SRK-এর', 'মতো।', 'এমনকি', 'আরিয়ান', 'এবং', 'আব্রামের', 'চেহারার', 'সাথে', 'মিল', 'নেই']",[7],[14]
"['মাঙ্কিপক্স', 'আফ্রিকার', 'বানর', 'থেকে', 'আসে', 'এবং', 'সমকামী', 'যৌনতায়', 'নিয়োজিত', 'পুরুষদের', 'ত্বকের', 'মাধ্যমে', 'সংকুচিত', 'হয়।', 'গত', 'রাতে', 'ডাব্লুএইচও', 'সাইটটি', 'ফুসকুড়ি', 'সহ', 'ফ্লু-এর', 'মতো', 'ভাইরাসের', 'প্রভাবের', 'বর্ণনা', 'পরিবর্তন', 'করেছে।', 'এখন,', 'এটি', 'আপনার', 'মস্তিষ্ককে', 'ধ্বংস', 'করে', 'দেয়।', 'তারা', 'আপনাকে', 'জব্দ', 'করা', 'প্রয়োজন.', 'বিডেনের', 'একটি', 'অপরীক্ষিত', 'ভ্যাকসিন', 'রয়েছে']",[0],[13]
"['উরসুলা', 'উগেলের', 'ছবি', '|', 'আমার', '#PadiOfLife', '#AquafinaPadiOfLife']",[0],[3]
"['অনুমতি', 'দেওয়ার', 'সুযোগ', 'নিতে', 'চাই', 'না', 'ভোটাররা', 'সিদ্ধান্ত', 'নেয়।', 'আল', 'গ্রিনের', 'মতো', 'তিনিও', 'আমাদের', 'ভোটিং', 'পদ্ধতি', 'পরিবর্তন', 'করতে', 'চান।', 'বাহ,', 'সে', 'পাগল!']",[0],[18]
"['স্লো', 'জো', 'বিডেন', 'কখন', 'এন্টিফাতে', 'নৈরাজ্যবাদী,', 'ঠগস', 'এবং', 'আন্দোলনকারীদের', 'সমালোচনা', 'করতে', 'যাচ্ছেন?', 'তিনি', 'কখন', 'ন্যাশনাল', 'গার্ডকে', 'খারাপভাবে', 'চালান', 'এবং', 'অপরাধে', 'আক্রান্ত', 'গণতন্ত্রী', 'শহর', 'ও', 'রাজ্যে', 'নিয়ে', 'আসার', 'পরামর্শ', 'দিতে', 'যাচ্ছেন?', 'মনে', 'রাখবেন,', 'তিনি', 'ক্রেজি', 'বার্নি', 'সুপার', 'লিবারেল', 'ভোট', 'হারাতে', 'পারবেন', 'না!']",[30],[40]
"['জরুরী-', 'নিখোঁজ!!!', 'আমাদের', 'প্রতিবেশী', 'মিঃ', 'অ্যান্ড্রু', 'বয়স', '87', 'শুক্রবার', 'বিকাল', '4:00', 'টার', 'দিকে', '#Bexleyheath', 'থেকে', '""তিনি', 'তাদের', 'কুকুর', 'রেক্সের', 'সাথে', 'চলে', 'গেছেন', 'এবং', 'তিনি', 'ফিরে', 'আসেননি।', 'তার', 'ডিমেনশিয়া', 'আছে', 'এবং', 'তিনি', 'শ্রবণ', 'প্রতিবন্ধী।', 'পাশাপাশি', 'একটি', 'রূপালী', 'সতর্কতা', 'সক্রিয়', 'করা', 'হয়েছে।', 'দয়া', 'করে', 'আমাকে', 'এই', 'পোস্টটি', 'বাম্প', 'করতে', 'সাহায্য', 'করুন', '(এটি', 'তাদের', 'কুকুরের', 'সাথে', 'তার', 'সাম্প্রতিক', 'ছবি)', 'যাতে', 'তাকে', 'নিরাপদে', 'এবং', 'দ্রুত', 'তাদের', 'পোষা', 'প্রাণীর', 'সাথে', 'পাওয়া', 'যায়:', '[sic]']",[2],[7]
"['ডাবল', 'ইঞ্জিন', 'সরকার', 'ব্যাঙ্গালোরে', 'গাড়ি', 'সাঁতার', 'প্রতিযোগিতার', 'আয়োজন', 'করেছে..', 'দ্রষ্টব্য:', 'কোনও', 'সরকার', 'প্রাকৃতিক', 'দুর্যোগ', 'বন্ধ', 'করতে', 'পারে', 'না..', 'পরে', 'আপনি', 'যে', 'পদক্ষেপগুলি', 'নেন', 'সেটাই', 'গুরুত্বপূর্ণ']",[8],[22]
"['কেন', 'Aavin', 'একটি', 'হালাল', 'সার্টিফিকেট', 'প্রয়োজন?', 'এই', 'নতুন', 'অভ্যাস', 'কি?', 'জিহাদিদের', 'তহবিল', 'চালনা', 'করছে?']",[0],[5]
"['রাজস্থানের', 'মুখ্যমন্ত্রী', 'অশোক', 'গেহলট-রাহুল', 'গান্ধীর', 'সাথে', 'পদযাত্রার', 'দিনের', 'সতেজ', 'রাত...']",[0],[9]
"['ব্রিটিশ', 'পপ', 'তারকা', ""41'এ"", 'রহস্যজনকভাবে', 'মারা', 'গেছেন:', 'ড্যারিয়াস', 'ক্যাম্পবেল', 'দানেশ:', 'পপ', 'আইডল', 'এবং', 'ওয়েস্ট', 'এন্ড', 'তারকা', '41', 'বছর', 'বয়সে', 'মারা', 'গেছেন।', 'এটি', 'একজন', 'সুস্থ', 'যুবকের', 'আরেকটি', 'আকস্মিক', 'মৃত্যু।', 'যথারীতি', 'তার', 'ভ্যাকসিন', 'স্ট্যাটাস', 'নিয়ে', 'কোনো', 'শব্দ', 'নেই।']",[3],[35]
"['এটা', 'আমার', 'নানী,', 'মিসেস', 'স্ট্যালা', 'স্মিথ।', 'তিনি', 'আজ', '105', 'বছর', 'বয়সী।', 'আমি', 'এখানে', 'Facebook', 'এ', '210', 'শেয়ার', '(তার', 'বয়স', 'দ্বিগুণ)', 'সংগ্রহ', 'করতে', 'পারি?', 'তিনি', 'সমান', 'পরিমাপ', 'বিস্মিত', 'এবং', 'বিস্মিত', 'হবে.', 'ধন্যবাদ']",[1],[22]
"['মুম্বাই', 'গোয়া', 'হাইওয়েতে', 'নতুন', 'খোলা', 'কাশেদি', 'টানেল']",[2],[5]
"['মেরি', 'ভারমন্ট', 'নামে', 'একজন', 'আমেরিকান', 'অফিসারের', 'সাথে', 'দেখা', 'করুন,', 'এক', 'বছর', 'আগে', 'এই', 'দিনে', 'কাসিম', 'সোলেইমানিকে', 'বারবেক', 'করার', 'জন্য', 'তিনিই', 'দায়ী', 'ছিলেন']",[0],[19]
"['বিধ্বস্ত', 'হওয়ার', 'আগে', 'ইন্দোনেশিয়া', 'এয়ারলাইন্সে', 'চোখের', 'জল', 'ও', 'কান্না']",[2],[8]
"['বন্ধুত্বপূর্ণ', 'অনুস্মারক', 'যে', 'গর্ভপাত', 'শয়তানের', 'মন্দিরের', 'একটি', 'পবিত্র', 'আচার', 'হিসাবে', 'বিবেচিত', 'হয়।', 'সুতরাং', 'আপনি', 'যদি', 'সদস্য', 'হিসাবে', 'নিবন্ধন', 'করেন', 'তবে', 'এটি', 'প্রথম', 'সংশোধনীর', 'অধীনে', 'সুরক্ষিত', 'হওয়া', 'উচিত।']",[4],[11]
"['5G', 'টাওয়ারগুলি', 'কি', 'বিখ্যাত', 'তথাকথিত', 'ডেল্টা', 'বৈকল্পিকের', 'উত্স', 'হতে', 'পারে?', 'এই', 'সম্পর্কিত', 'হতে', 'পারে?', 'মজার', 'বিষয়', 'নিয়ে', 'প্রশ্ন', 'করা', 'এবং', 'অনুসন্ধান', 'করা', 'আমি', 'মনে', 'করি', 'মানুষ।']",[0],[9]
"['পেকে', 'ডিপ্লোমা', 'না,', 'ট্যাক্স', 'ফাঁকিদাতা,', 'তাগা', 'পগমান', 'এন', 'নাকাও,', 'কোকোইন', 'ব্যবহারকারীর', 'সাথে?']",[0],[11]
"['বিবিসি', 'জনসনের', 'ফুটেজ', 'দেখিয়েছে', 'যে', 'দিনের', 'পরের', 'দিকে', 'বোস', 'সম্পাদিত', 'হয়েছে।', 'WTF', '!', 'আরে', 'বিবিসি,', 'উত্তর', 'কোরিয়া', 'কল', 'করেছে,', 'তারা', 'বলেছে', 'আপনি', 'তাদের', 'অপপ্রচারের', 'পদ্ধতিগুলোকে', 'ভালো', 'করে', 'দেখছেন।']",[0],[10]
"['যদি', 'আপনার', 'ক্ষত', 'একটি', 'মরিচা', 'পেরেক', 'দ্বারা', 'সৃষ্ট', 'না', 'হয়', '(এমন', 'জায়গায়', 'যেখানে', 'গবাদি', 'পশু,', 'ভেড়া', 'বা', 'ঘোড়া', 'চরায়', 'এবং', 'মলত্যাগ', 'করে,', 'বা', 'যেখানে', 'গবাদি', 'পশু,', 'ভেড়া', 'বা', 'ঘোড়া', 'চরতে', 'বা', 'মলত্যাগ', 'করে)', 'বা', 'স্টলগুলি', 'কাটার', 'সময়', 'একটি', 'পিচ', 'কাঁটা...', 'আপনাকে', 'সম্ভবত', 'টিটেনাস', 'নিয়ে', 'চিন্তা', 'করতে', 'হবে', 'না']",[34],[44]
"['টিকা', 'প্রতিকূল', 'ইভেন্ট', 'রিপোর্টিং', 'সিস্টেমে', '13,783', 'টি', 'শিংলস', '(C19', 'jab-এর', 'প্রতিকূল', 'প্রভাবগুলির', 'মধ্যে', 'একটি)', 'কেস', 'রিপোর্ট', 'করা', 'হয়েছে।', 'মনে', 'হচ্ছে', 'শিঙ্গলসকে', 'বানর', 'পক্স', 'বলা', 'হচ্ছে', '[sic]']",[1],[17]
"['PFIZER', 'CEO', 'এখনও', 'ভ্যাকসিন', 'নেননি', 'লাইন', 'কাটতে', 'চান', 'না']",[0],[7]
"['লাগোস', 'ব্রিজ,', 'রাস্তা,', 'অভ্যন্তরীণ', 'রাস্তায়', 'এবং', 'লাগোস', 'বন্দরে', 'বিনামূল্যে', 'অ্যাক্সেসের', 'ট্রাক', 'এবং', 'ট্রেলারগুলি', 'সরিয়ে', 'নেওয়ার', 'বিষয়ে', 'রাষ্ট্রপতির', 'নির্দেশের', 'আপডেট', '#ApapaOrder', '#Thread']",[0],[19]
"['প্রতিবেদক:', 'যদি', 'হোয়াইট', 'হাউসকে', 'আবার', 'সব', 'কিছু', 'করতে', 'হয়,', 'তাহলে', 'আপনি', 'কি', 'বিক্ষোভকারীদের', 'গ্যাস', 'ছুড়ে', 'পার্কটি', 'পরিষ্কার', 'করতে', 'চান', 'যাতে', 'রাষ্ট্রপতি', 'একটি', 'ফটো', 'অপশন', 'করতে', 'পারেন?', 'McEnany:', '""কোন', 'টিয়ার', 'গ্যাস', 'ব্যবহার', 'করা', 'হয়নি', 'এবং', 'কোন', 'রাবার', 'বুলেট', 'ব্যবহার', 'করা', 'হয়নি""', 'https://trib.al/q79dYkN', '(@quicktake', 'এর', 'মাধ্যমে)']",[28],[43]
"['DIY:', 'লবণ', 'এবং', 'প্রস্রাব', 'গর্ভাবস্থা', 'পরীক্ষা', '|', 'হোম', 'প্রেগন্যান্সি', 'টেস্ট', '|']",[0],[5]
"['*FG*', 'অবশেষে', 'অনুমোদিত', 'হয়েছে', 'এবং', 'প্রতিটি', 'নাগরিককে', 'বিনামূল্যে', '_Rs.2,000_', 'ত্রাণ', 'তহবিল', 'দেওয়া', 'শুরু', 'করেছে', '😍', 'নীচে', 'কীভাবে', 'দাবি', 'করা', 'যায়', 'এবং', 'আপনার', 'ক্রেডিট', 'তাত্ক্ষণিকভাবে', 'পেতে', 'হয়', 'যেমন', 'আমি', 'এখনই', 'করেছি', 'https://bit.ly/in-funds', '*', 'দ্রষ্টব্য*', ':', 'আপনি', 'শুধুমাত্র', 'একবার', 'দাবি', 'করতে', 'এবং', 'ক্রেডিট', 'পেতে', 'পারেন', 'এবং', 'এটিও', 'সীমিত', 'তাই', 'এখনই', 'আপনার', 'পান।']",[0],[49]
"['একজন', 'রাগান্বিত', 'রণবীর', 'কাপুর', 'ভক্তের', 'ফোন', 'ছুঁড়ে', 'মারলেন', 'যখন', 'তিনি', 'সেলফি', 'তোলার', 'চেষ্টা', 'করছেন', '-', 'দেখুন।', '#টিএনশর্টস']",[0],[15]
"['ব্যাঙ্ক', 'অফ', 'ইংল্যান্ডের', 'গভর্নর', 'নিযুক্ত', 'হওয়ার', 'জন্য', 'মিঃ', 'রঘুরাম', 'রাজনকে', 'অভিনন্দন']",[1],[9]
"['শ্রম', 'তাদের', 'ইউনিয়ন', 'পেমাস্টারদের', 'জন্য', 'ভোট', 'দিয়েছে...', 'আমরা', 'জানি', 'কে', 'আসলেই', 'শো', 'চালাচ্ছেন।']",[0],[12]
"['@KirenRijiju', '@LegalLro', '@SanjeevSanskrit', '@GemsOfBollywood', '@HMOIndia', '@JaipurDialogues', 'ক্যাডবেরি', 'কোম্পানি', 'বন্ধ', 'করা', 'উচিত', 'এবং', 'ভারতের', 'এক', 'বিলিয়ন', 'হিন্দুকে', 'গরুর', 'মাংস', 'খাওয়ানোর', 'জন্য', 'সমস্ত', 'কর্মকর্তাদের', 'জেলে', 'দেওয়া', 'উচিত।', '#ArrestCadbury', '#boycottcadburry']",[0],[24]
"['ঘন', 'ঘন', 'কাশি?', 'বা', 'কোন', 'শ্বাসকষ্টের', 'সমস্যা?', 'দূষণে', 'ফুসফুস', 'ক্ষতিগ্রস্ত', 'হয়?', 'আবহাওয়া', 'পরিবর্তন?', 'এখন', 'কাশি', 'এবং', 'শ্বাসকষ্টের', 'সমস্যা', 'আপনাকে', 'থামাতে', 'পারবে', 'না', '☝️', 'প্রাকৃতিক', 'উপাদান', 'দিয়ে', 'আজই', 'ফুসফুসকে', 'ডিটক্সিফাই', 'করুন', '💯', 'ফুসফুস', 'ডিটক্সিফাইং', 'উপাদান', 'দিয়ে', 'হিন্দ্রিশি', 'জিরো', 'টার', '🤗', 'ফুসফুসের', 'রোগ', 'প্রতিরোধ', 'ক্ষমতা', 'বাড়ান', '☎️', '9278152152', 'আপনার', 'অর্ডার', 'করতে', 'এখনই', 'ORDER', 'এ', 'ক্লিক', 'করুন']",[7],[41]
"['টোকিওতে', 'অন্য', 'গেম', 'নয়।', 'ক্রীড়াবিদরা', 'অলিম্পিকে', '""অ্যান্টি-সেক্স""', 'বিছানা', 'ব্যবহার', 'করবেন,', 'কথিত', 'আছে', 'কার্ডবোর্ড', 'থেকে', 'তৈরি', 'এবং', 'শুধুমাত্র', 'একজন', 'ব্যক্তির', 'ওজন', 'সহ্য', 'করার', 'জন্য', 'ডিজাইন', 'করা', 'হয়েছে।', 'শয্যা', 'পুনর্ব্যবহারযোগ্য', 'এবং', 'কোনো', 'আকস্মিক', 'নড়াচড়ায়', 'ভেঙে', 'যাওয়ার', 'প্রত্যাশিত৷']",[4],[25]
"['এটি', 'স্কটল্যান্ডের', 'অবস্থানের', 'প্রতিধ্বনি', 'করে।', 'তবুও', 'আমরা', 'স্কটল্যান্ডে', 'জীবনযাত্রার', 'সংকট', 'মোকাবেলায়', '£290m', 'বরাদ্দ', 'করার', 'জন্য', 'আমাদের', 'প্রতিশ্রুতিকে', 'সম্মান', 'করব,', 'আগামীকাল', 'ঘোষণা', 'করা', 'বিশদ', 'বিবরণ', 'সহ।', 'গত', 'সপ্তাহে', 'স্কট', 'পার্লে', 'আমি', 'যে', 'সর্বশেষ', 'বাজেটের', 'অবস্থান', 'নির্ধারণ', 'করেছি', 'তা', 'আমাদের', 'সংশোধন', 'করতে', 'হবে।']",[5],[40]
"['ডেমোক্র্যাটরা', 'উন্মুক্ত', 'সীমানা', 'চায়', 'যাতে', 'তারা', '**', 'লক্ষ', 'লক্ষ', '**', 'অবৈধ', 'এলিয়েনদেরকে', 'সাধারণ', 'ক্ষমা', 'করতে', 'পারে', '-', 'এটাই', 'তাদের', 'নির্বাচনী', 'কৌশল।', 'আমার', 'ঘড়িতে', 'নেই।']",[1],[20]
"['লোকেদের', 'বুঝতে', 'হবে', 'যে', 'আপনার', 'জীবন', 'বাঁচাতে', 'একটি', 'টিউমার', 'রয়েছে।', 'যখন', 'আপনার', 'শরীর', 'বিষ,', 'টক্সেমিক', 'এবং', 'অ্যাসিডোসিসে', 'পূর্ণ', 'থাকে', 'এবং', 'আপনি', 'মূলত', 'সেই', 'বিষে', 'মারা', 'যেতে', 'চলেছেন', '-', 'আপনার', 'শরীর', 'একটি', 'ব্যাগ', 'তৈরি', 'করে', 'এবং', 'এই', 'ব্যাগে', 'আপনার', 'শরীর', 'থেকে', 'সেই', 'সমস্ত', 'বিষ', 'সংগ্রহ', 'করে,', 'যাকে', 'তারা', 'একটি', 'টিউমার', 'বলে।']",[31],[49]
"['জম্মুর', 'নাশারি', 'নালায়', '16', 'জন', 'অমরনাথ', 'যাত্রীর', 'মৃত্যু', 'হয়েছে', 'এবং', '32', 'জন', 'আহত', 'হয়েছে।', 'JKSRTC', 'বাসটি', ""150'"", 'গভীর', 'নালায়', 'পড়ে', 'যায়']",[5],[9]
"['9/11', 'হামলার', 'দুই', 'দিন', 'পর', 'ট্রাম্প', 'শত', 'শত', 'কর্মীদের', 'সাথে', 'গ্রাউন্ড', 'জিরোতে', 'ছিলেন', 'যা', 'তিনি', 'তার', 'নিজের', 'পকেট', 'থেকে', 'ক্ষতিগ্রস্থদের', 'খুঁজে', 'বের', 'করতে', 'এবং', 'সনাক্ত', 'করতে', 'সহায়তা', 'করেছিলেন।', 'তিনি', 'চিরকাল', 'দেশপ্রেমিক', 'ছিলেন', 'যাকে', 'তিনি', 'ভালোবাসেন']",[0],[27]
"['আমরা', 'আমাদের', 'NHS', 'পুনর্নির্মাণের', 'জন্য', 'আরও', 'মূলধন', 'তহবিলের', 'আহ্বান', 'জানিয়েছি', 'তাই', 'আমরা', 'এই', 'উল্লেখযোগ্য', 'এবং', 'গুরুত্বপূর্ণ', 'নতুন', 'প্রতিশ্রুতিকে', 'স্বাগত', 'জানাই।', '“2020-25', 'এর', 'জন্য', 'প্রতিশ্রুতিবদ্ধ', 'নতুন', '£3', 'বিলিয়ন', 'ছয়টি', 'তীব্র', 'হাসপাতালের', 'রোগী', 'এবং', 'কর্মীদের', 'জন্য', 'বিশেষভাবে', 'ভাল', 'খবর', 'হবে', 'যা', 'সরাসরি', 'উপকৃত', 'হবে।', 'আমরা', '2025', 'থেকে', '2030', 'সালের', 'মধ্যে', 'আরও', '21টি', 'প্রকল্পে', 'তহবিল', 'দেওয়ার', 'সরকারের', 'অভিপ্রায়কে', 'স্বাগত', 'জানাই', 'এবং', 'সেই', 'সংস্থাগুলিকে', 'সেই', 'প্রকল্পগুলির', 'উন্নয়নে', 'কাজ', 'শুরু', 'করার', 'জন্য', '100', 'মিলিয়ন', 'পাউন্ডের', 'অর্থায়নের', 'জন্য', 'স্বাগত', 'জানাই,', 'উল্লেখ্য', 'যে', 'এই', 'প্রকল্পগুলি', 'সম্পূর্ণ', 'করার', 'জন্য', 'তহবিল', 'বরাদ্দ', 'করা', 'বাকি', 'রয়েছে।']",[43],[85]
"['আকর্ষণ', 'নেই.', '@realDonaldTrump', 'কে', 'আক্রমণ', 'করার', 'জন্য', 'তারা', 'যা', 'করে', 'তা', 'হল', 'সেন্সর', 'এবং', 'মিথ্যা', 'বলা।', 'এটা', 'সত্যিই', 'অসম্মানজনক.']",[1],[18]
"['🚨', 'আপনার', '2023', 'ত্রাণ', 'প্যাকেজ', 'এখানে!', '🚨', 'রাষ্ট্রপতি', 'বিডেন', 'স্বাক্ষর', 'করেছেন', '𝗘𝘅𝗲𝗰𝘂𝘁𝗶𝘃𝗲', '𝗢𝗿𝗱𝗲𝗿', '𝟭𝟰𝟬𝟬𝟵', 'যোগ্য', 'আমেরিকানদের', 'জন্য', 'স্বাস্থ্য', 'বীমা', '𝗙𝗥𝗘𝗘', 'তৈরি', 'করছে।', 'সাশ্রয়ী', 'মূল্যের', 'কার্ট', 'আইনের', 'জন্য', 'ধন্যবাদ,', '$50k/বছরের', 'কম', 'আয়ের', 'আমেরিকানরা', 'এখন', '$0/মাসের', 'কম', 'খরচে', 'স্বাস্থ্য', 'পরিকল্পনা', 'পাওয়ার', 'যোগ্য।']",[7],[20]
"['Uniliroc', 'হল', 'একটি', 'নেতৃস্থানীয়,', 'আধ্যাত্মিক,', 'শৈল্পিক,', 'বিস্ময়কর,', 'এবং', 'সমস্ত', 'মানুষের', 'জন্য', 'বিনোদন।', '❤️', 'আপনি', 'বিশ্বব্যাপী', 'অদ্ভুত', 'এবং', 'বিস্ময়কর,', 'অদ্ভুত', 'এবং', 'আকর্ষণীয়', 'বলে', 'বিবেচিত', 'যেকোন', 'কিছু', 'সম্পর্কে', 'পোস্ট', 'এবং', 'শেয়ার', 'করতে', 'পারেন৷']",[14],[28]
"['এটা', 'খুবই', 'বিভ্রান্তিকর...(না)', 'যারা', 'প্রথম', 'দুটি', 'ডোজ', 'পেয়েছেন', 'তাদের', '৯৪%-এরও', 'বেশি', 'মানুষের', 'কোভিড', 'আছে!', 'অপেক্ষা', 'করুন...তার', 'মানে', 'কোভিড', 'ভ্যাকসিন', 'প্রাপ্তদের', 'থেকে', '94%', 'বেশি', 'প্রভাবিত', 'করে', '???', 'কিভাবে', 'এই', 'এখনও', 'একটি', 'কথোপকথন?', 'উল্লেখ', 'করার', 'মতো', 'নয়,', 'গত', 'বছর', 'পাঁচটি', 'মামলার', 'কারণে', 'ভিক্টোরিয়া', 'মাসের', 'জন্য', 'তালাবদ্ধ', 'ছিল!!!']",[3],[25]
"['মার্কিন', 'যুক্তরাষ্ট্র', 'এবং', 'কানাডাও', 'প্রিমিয়াম', 'কাট', 'রপ্তানির', 'জন্য', 'কিছু', 'সম্ভাবনা', 'অফার', 'করতে', 'পারে,', 'তবে', 'সত্যটি', 'রয়ে', 'গেছে', 'যে', 'যদি', 'যুক্তরাজ্য', '2019', 'সালের', 'মার্চের', 'শেষ', 'থেকে', 'প্রতিযোগিতামূলকভাবে', 'ইইউতে', 'ভেড়ার', 'মাংস', 'সরবরাহ', 'করতে', 'অক্ষম', 'হয়,', 'তবে', 'অন্য', 'কোনও', 'আউটলেট', 'নেই', 'যা', 'কাছাকাছি', 'আসতে', 'পারে,', 'যেখানে', 'ভলিউম', 'উদ্বিগ্ন,', 'অন্তত', 'কাছাকাছি', 'সময়ে']",[0],[45]
"['""', 'পাকস্থলী', 'স্লিমিং', 'কোন', 'ব্যায়াম', 'নেই', 'কোন', 'ডায়েট', 'কমবে', 'না', 'পেটের', 'চর্বি', 'পাশের', 'চর্বি', 'চর্বি', 'বুকের', 'হাত', 'অতি', 'দ্রুত।""']",[0],[18]
"['যারা', 'ভিটামিন', 'সি', 'গ্রহণ', 'করে', 'এবং', 'এজা', 'টাইটাস', 'খায়', 'তারা', 'মুক্তির', 'জন্য', 'না', 'গেলে', 'স্বর্গ', 'তৈরি', 'করবে', 'না', '-', 'নাইজেরিয়ান', 'মহিলা', 'প্রচার', 'করেছেন']",[1],[18]
"['প্রিয়', 'বন্ধুরা,', 'চীনের', 'নতুন', 'গবেষণা', 'প্রমাণ', 'করেছে', 'যে', 'ঘরের', 'মাছি', '(#মাখি)', '#করোনাভাইরাস', 'সংক্রমণ', 'করতে', 'পারে।', 'সম্প্রতি', 'ভারত', 'সরকার', 'এই', 'তথ্য', 'নিশ্চিত', 'করেছে।', '#অমিতাভবচ্চন', 'এই', 'গুরুত্বপূর্ণ', 'বার্তাটি', '#শেয়ার', 'করার', 'জন্য', 'নিযুক্ত', 'হয়েছেন', '......', '🙏']",[8],[14]
"['আমাদের', 'বি', 'লাভড', 'পিএম', 'সম্পর্কে', 'আমার', 'পড়া', 'এই', 'সেরা', 'লাইনগুলি']",[2],[9]
"['লোয়েস', 'ঘোষণা', 'করেছে', 'যে', 'যারা', 'এই', 'লিঙ্কটি', 'শেয়ার', 'করবে', 'তাদের', 'বার্ষিকীর', 'জন্য', '$150', 'কুপন', 'পাঠানো', 'হবে']",[0],[14]
